Código;Formato;Descripción;Serie;Familia;ud venta;cod vta 2026;Piezas Por Caja;Piezas Por Metro;Piezas Por Palet;Cajas Por Palet;Metros Por Caja;Metros Por Palet;Kilos Por Caja;Kilos Por Pallet
188915N;115231;KIT-KAT MOSAIC LILAC MATT 11,5X23,1;KIT-KAT;PICCOLA;m2;M950;26;37,6435;2496;96;0,6906;66,3062;11,86;1138,56
189059N;70280;ARDESIA MULTICOLORE 7X28;ARDESIA;CEMENT&STONE;m2;M942;45;51,0204;3240;72;0,882;63,504;15,98;1150,56
189060N;70280;ARDESIA CHIARA 7X28;ARDESIA;CEMENT&STONE;m2;M942;45;51,0204;3240;72;0,882;63,504;15,98;1150,56
189227N;150150;OLIVIA VERDE 15X15;TABARCA;PICCOLA;m2;M926;30;44,44;2700;90;0,675;60,756;10,26;923,4
189228N;150150;OLIVIA AZUL 15X15;TABARCA;PICCOLA;m2;M926;30;44,44;2700;90;0,675;60,756;10,17;915,3
226654N;75150;ATELIER WHITE GLOSSY 7.5X15;ATELIER;PICCOLA;m2;M874;48;88,8889;5760;120;0,5399;64,7999;8,64;1036,8
226656N;75150;ATELIER WHITE MATT 7.5X15;ATELIER;PICCOLA;m2;M874;48;88,8889;5760;120;0,5399;64,7999;8,64;1036,8
226779N;75150;ATELIER FRENCH BLUE GLOSSY 7.5X15;ATELIER;PICCOLA;m2;M874;48;88,8889;5760;120;0,5399;64,7999;9,12;1094,4
E230873;100200;METRO WHITE GLOSSY 20 10.0X20.0;METRO;PICCOLA;m2;M874;40;50;3840;96;0,8;76,8;10,4;998,4
E230875;100200;METRO WHITE MATT 20 10.0X20.0;METRO;PICCOLA;m2;M874;40;50;3840;96;0,8;76,8;10,4;998,4
E230879;75150;METRO WHITE GLOSSY 15 07.5X15.0;METRO;PICCOLA;m2;M874;90;88,89;6750;75;1,0124;75,9365;12,6;945
